__metal_builtin,used_via,n_call_sites,air_intrinsic_candidate,evidence,status,stdlib_sample,evidence_source,evidence_ref,protocol,confidence,grammar_eligible,probe_cell,observed_at,verified_at,verified_by,last_change,changed_by
__metal_get_null_depth_cube_t,method,3,air.get.null.depth.cube.t,inferred,🧪命名規則からの推測 (probe必須),__bits/metal_depthcube:2193: METAL_FUNC depthcube() thread : t(__metal_get_null_depth_cube_t()) {},this_repo_inference,docs/AIR_VOCABULARY.md (AIR 命名文法),P-GR1+P-MN1,medium,yes,__metal_get_null_depth_cube_t,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_get_null_function_handle,method,8,air.get.null.function.handle,inferred,🧪命名規則からの推測 (probe必須),metal_raytracing:1372: METAL_FUNC intersection_function_handle() thread : function_handle(__metal_get_null_function_hand,this_repo_inference,docs/AIR_VOCABULARY.md (AIR 命名文法),P-GR1+P-MN1,medium,yes,__metal_get_null_function_handle,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_get_null_instance_acceleration_structure,method,1,air.get_null_instance_acceleration_structure,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),metal_raytracing:684: return __metal_get_null_instance_acceleration_structure();,xcode_probe_golden,golden/P08M40/metal40_macosx26/probe.ll @probe_p08m_as_47: %1 = tail call %struct._instance_acceleration_structure_t addrspace(1)* @air.get_null_instance_acceleration_structure() #13,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_null_instance_acceleration_structure,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:23Z,promote_map.py@1.0.0
__metal_get_null_intersection_function_table,method,19,air.get.null.intersection.function.table,inferred,🧪命名規則からの推測 (probe必須),metal_raytracing:1467: METAL_FUNC intersection_function_table() thread : t(__metal_get_null_intersection_function_table(,this_repo_inference,docs/AIR_VOCABULARY.md (AIR 命名文法),P-GR1+P-MN1,medium,yes,__metal_get_null_intersection_function_table,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_get_null_primitive_acceleration_structure,method,1,air.get.null.primitive.acceleration.structure,inferred,🧪命名規則からの推測 (probe必須),metal_raytracing:663: return __metal_get_null_primitive_acceleration_structure();,this_repo_inference,docs/AIR_VOCABULARY.md (AIR 命名文法),P-GR1+P-MN1,medium,yes,__metal_get_null_primitive_acceleration_structure,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_get_null_tensor,method,1,air.get_null_global_tensor,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),metal_tensor:1458: METAL_FUNC tensor() thread : _t(__metal_get_null_tensor()),xcode_probe_golden,golden/P10T/metal40_macosx26/probe.ll @probe_p10t_null_8: %1 = tail call %struct._tensor_t addrspace(1)* @air.get_null_global_tensor() #8,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_null_tensor,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T03:57Z,promote_map.py@1.0.0
__metal_get_null_texture_1d_array_t,method,3,air.get_null_texture_1d_array,inferred,🧪命名規則からの推測 (probe必須),__bits/metal_texture1d_array:1972: METAL_FUNC texture1d_array() thread : t(__metal_get_null_texture_1d_array_t()) {},this_repo_inference,docs/AIR_VOCABULARY.md (AIR 命名文法),P-GR1+P-MN1,medium,yes,__metal_get_null_texture_1d_array_t,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_get_null_texture_1d_t,method,3,air.get_null_texture_1d,inferred,🧪命名規則からの推測 (probe必須),__bits/metal_texture1d:1940: METAL_FUNC texture1d() thread : t(__metal_get_null_texture_1d_t()) {},this_repo_inference,docs/AIR_VOCABULARY.md (AIR 命名文法),P-GR1+P-MN1,medium,yes,__metal_get_null_texture_1d_t,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_get_null_texture_2d_array_t,method,3,air.get_null_texture_2d_array,inferred,🧪命名規則からの推測 (probe必須),__bits/metal_texture2d_array:2661: METAL_FUNC texture2d_array() thread : t(__metal_get_null_texture_2d_array_t()) {},this_repo_inference,docs/AIR_VOCABULARY.md (AIR 命名文法),P-GR1+P-MN1,medium,yes,__metal_get_null_texture_2d_array_t,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_get_null_texture_2d_ms_array_t,method,3,air.get_null_texture_2d_ms_array,inferred,🧪命名規則からの推測 (probe必須),__bits/metal_texture2d_ms_array:688: METAL_FUNC texture2d_ms_array() thread : t(__metal_get_null_texture_2d_ms_array_t(),this_repo_inference,docs/AIR_VOCABULARY.md (AIR 命名文法),P-GR1+P-MN1,medium,yes,__metal_get_null_texture_2d_ms_array_t,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_get_null_texture_2d_ms_t,method,3,air.get_null_texture_2d_ms,inferred,🧪命名規則からの推測 (probe必須),__bits/metal_texture2d_ms:657: METAL_FUNC texture2d_ms() thread : t(__metal_get_null_texture_2d_ms_t()) {},this_repo_inference,docs/AIR_VOCABULARY.md (AIR 命名文法),P-GR1+P-MN1,medium,yes,__metal_get_null_texture_2d_ms_t,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_get_null_texture_2d_t,method,3,air.get_null_texture_2d,inferred,🧪命名規則からの推測 (probe必須),__bits/metal_texture2d:2641: METAL_FUNC texture2d() thread : t(__metal_get_null_texture_2d_t()) {},this_repo_inference,docs/AIR_VOCABULARY.md (AIR 命名文法),P-GR1+P-MN1,medium,yes,__metal_get_null_texture_2d_t,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_get_null_texture_3d_t,method,3,air.get_null_texture_3d,inferred,🧪命名規則からの推測 (probe必須),__bits/metal_texture3d:2555: METAL_FUNC texture3d() thread : t(__metal_get_null_texture_3d_t()) {},this_repo_inference,docs/AIR_VOCABULARY.md (AIR 命名文法),P-GR1+P-MN1,medium,yes,__metal_get_null_texture_3d_t,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_get_null_texture_buffer_1d_t,method,3,air.get_null_texture_buffer_1d,inferred,🧪命名規則からの推測 (probe必須),__bits/metal_texture_buffer:1575: METAL_FUNC texture_buffer() thread : t(__metal_get_null_texture_buffer_1d_t()) {},this_repo_inference,docs/AIR_VOCABULARY.md (AIR 命名文法),P-GR1+P-MN1,medium,yes,__metal_get_null_texture_buffer_1d_t,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_get_null_texture_cube_array_t,method,3,air.get_null_texture_cube_array,inferred,🧪命名規則からの推測 (probe必須),__bits/metal_texturecube_array:2682: METAL_FUNC texturecube_array() thread : t(__metal_get_null_texture_cube_array_t()) ,this_repo_inference,docs/AIR_VOCABULARY.md (AIR 命名文法),P-GR1+P-MN1,medium,yes,__metal_get_null_texture_cube_array_t,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_get_null_texture_cube_t,method,3,air.get_null_texture_cube,inferred,🧪命名規則からの推測 (probe必須),__bits/metal_texturecube:2662: METAL_FUNC texturecube() thread : t(__metal_get_null_texture_cube_t()) {},this_repo_inference,docs/AIR_VOCABULARY.md (AIR 命名文法),P-GR1+P-MN1,medium,yes,__metal_get_null_texture_cube_t,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_get_null_visible_function_table,method,3,air.get.null.visible.function.table,inferred,🧪命名規則からの推測 (probe必須),metal_visible_function_table:191: METAL_FUNC visible_function_table() thread : t(__metal_get_null_visible_function_table,this_repo_inference,docs/AIR_VOCABULARY.md (AIR 命名文法),P-GR1+P-MN1,medium,yes,__metal_get_null_visible_function_table,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_get_num_mip_levels_depth_2d_array_t,method,6,air.get_num_mip_levels_depth_2d_array,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),__bits/metal_depth2d_array:1812: return __metal_get_num_mip_levels_depth_2d_array_t(derived.t);,xcode_probe_golden,golden/P06M/metal32_macosx26/probe.ll @probe_p06m_get_num_mip_levels_142: %2 = tail call i32 @air.get_num_mip_levels_depth_2d_array(%struct._depth_2d_array_t addrspace(1)* nocapture readonly %0) #17,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_num_mip_levels_depth_2d_array_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:54Z,promote_map.py@1.0.0
__metal_get_num_mip_levels_depth_2d_t,method,6,air.get_num_mip_levels_depth_2d,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),__bits/metal_depth2d:1807: return __metal_get_num_mip_levels_depth_2d_t(derived.t);,xcode_probe_golden,golden/P06M40/metal40_macosx26/probe.ll @probe_p06m_get_num_mip_levels_86: %2 = tail call i32 @air.get_num_mip_levels_depth_2d(%struct._depth_2d_t addrspace(1)* nocapture readonly %0) #14,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_num_mip_levels_depth_2d_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:27Z,promote_map.py@1.0.0
__metal_get_num_mip_levels_depth_cube_array_t,method,6,air.get_num_mip_levels_depth_cube_array,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),__bits/metal_depthcube_array:1801: return __metal_get_num_mip_levels_depth_cube_array_t(derived.t);,xcode_probe_golden,golden/P06M40/metal40_macosx26/probe.ll @probe_p06m_get_num_mip_levels_87: %2 = tail call i32 @air.get_num_mip_levels_depth_cube_array(%struct._depth_cube_array_t addrspace(1)* nocapture readonly %0) #14,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_num_mip_levels_depth_cube_array_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:27Z,promote_map.py@1.0.0
__metal_get_num_mip_levels_depth_cube_t,method,6,air.get_num_mip_levels_depth_cube,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),__bits/metal_depthcube:1809: return __metal_get_num_mip_levels_depth_cube_t(derived.t);,xcode_probe_golden,golden/P06M/metal32_macosx26/probe.ll @probe_p06m_get_num_mip_levels_145: %2 = tail call i32 @air.get_num_mip_levels_depth_cube(%struct._depth_cube_t addrspace(1)* nocapture readonly %0) #17,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_num_mip_levels_depth_cube_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:54Z,promote_map.py@1.0.0
__metal_get_num_mip_levels_texture_1d_array_t,method,6,air.get_num_mip_levels_texture_1d_array,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (golden corpus),__bits/metal_texture1d_array:1574: return __metal_get_num_mip_levels_texture_1d_array_t(derived.t);,xcode_probe_golden,golden/P06M/metal32_macosx26/probe.ll @probe_p06m_get_num_mip_levels_146: %2 = tail call i32 @air.get_num_mip_levels_texture_1d_array(%struct._texture_1d_array_t addrspace(1)* nocapture readonly %0) #17,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_num_mip_levels_texture_1d_array_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:53Z,promote_map.py@1.0.0
__metal_get_num_mip_levels_texture_1d_t,method,6,air.get_num_mip_levels_texture_1d,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (golden corpus),__bits/metal_texture1d:1567: return __metal_get_num_mip_levels_texture_1d_t(derived.t);,xcode_probe_golden,golden/P06M/metal32_macosx26/probe.ll @probe_p06m_get_num_mip_levels_147: %2 = tail call i32 @air.get_num_mip_levels_texture_1d(%struct._texture_1d_t addrspace(1)* nocapture readonly %0) #17,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_num_mip_levels_texture_1d_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:53Z,promote_map.py@1.0.0
__metal_get_num_mip_levels_texture_2d_array_t,method,6,air.get_num_mip_levels_texture_2d_array,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (golden corpus),__bits/metal_texture2d_array:2236: return __metal_get_num_mip_levels_texture_2d_array_t(derived.t);,xcode_probe_golden,golden/P06M/metal32_macosx26/probe.ll @probe_p06m_get_num_mip_levels_148: %2 = tail call i32 @air.get_num_mip_levels_texture_2d_array(%struct._texture_2d_array_t addrspace(1)* nocapture readonly %0) #17,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_num_mip_levels_texture_2d_array_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:53Z,promote_map.py@1.0.0
__metal_get_num_mip_levels_texture_2d_t,method,6,air.get_num_mip_levels_texture_2d,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (golden corpus),__bits/metal_texture2d:2241: return __metal_get_num_mip_levels_texture_2d_t(derived.t);,xcode_probe_golden,golden/P06M/metal32_macosx26/probe.ll @probe_p06m_get_num_mip_levels_149: %2 = tail call i32 @air.get_num_mip_levels_texture_2d(%struct._texture_2d_t addrspace(1)* nocapture readonly %0) #17,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_num_mip_levels_texture_2d_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:53Z,promote_map.py@1.0.0
__metal_get_num_mip_levels_texture_3d_t,method,6,air.get_num_mip_levels_texture_3d,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (golden corpus),__bits/metal_texture3d:2132: return __metal_get_num_mip_levels_texture_3d_t(derived.t);,xcode_probe_golden,golden/P06M40/metal40_macosx26/probe.ll @probe_p06m_get_num_mip_levels_88: %2 = tail call i32 @air.get_num_mip_levels_texture_3d(%struct._texture_3d_t addrspace(1)* nocapture readonly %0) #14,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_num_mip_levels_texture_3d_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:15Z,promote_map.py@1.0.0
__metal_get_num_mip_levels_texture_cube_array_t,method,6,air.get_num_mip_levels_texture_cube_array,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (golden corpus),__bits/metal_texturecube_array:2255: return __metal_get_num_mip_levels_texture_cube_array_t(derived.t);,xcode_probe_golden,golden/P06M40/metal40_macosx26/probe.ll @probe_p06m_get_num_mip_levels_89: %2 = tail call i32 @air.get_num_mip_levels_texture_cube_array(%struct._texture_cube_array_t addrspace(1)* nocapture readonly %0) #14,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_num_mip_levels_texture_cube_array_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:15Z,promote_map.py@1.0.0
__metal_get_num_mip_levels_texture_cube_t,method,6,air.get_num_mip_levels_texture_cube,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (golden corpus),__bits/metal_texturecube:2260: return __metal_get_num_mip_levels_texture_cube_t(derived.t);,xcode_probe_golden,golden/P06M40/metal40_macosx26/probe.ll @probe_p06m_get_num_mip_levels_90: %2 = tail call i32 @air.get_num_mip_levels_texture_cube(%struct._texture_cube_t addrspace(1)* nocapture readonly %0) #14,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_num_mip_levels_texture_cube_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:15Z,promote_map.py@1.0.0
__metal_get_num_patch_control_points,method,1,air.get.num.patch.control.points,inferred,🧪命名規則からの推測 (probe必須),metal_tessellation:31: return __metal_get_num_patch_control_points();,this_repo_inference,docs/AIR_VOCABULARY.md (AIR 命名文法),P-GR1+P-MN1,medium,yes,__metal_get_num_patch_control_points,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_get_num_samples,method,1,air.get_num_samples.i32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),metal_graphics:172: return __metal_get_num_samples(0);,xcode_probe_golden,golden/P07F/metal32_macosx26/probe.ll @probe_p07f_get_num_samples_6: %1 = tail call i32 @air.get_num_samples.i32(i32 0) #10,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_num_samples,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:00Z,promote_map.py@1.0.0
__metal_get_num_samples_depth_2d_ms_array_t,method,6,air.get_num_samples_depth_2d_ms_array,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),__bits/metal_depth2d_ms_array:276: return __metal_get_num_samples_depth_2d_ms_array_t(derived.t);,xcode_probe_golden,golden/P06M40/metal40_macosx26/probe.ll @probe_p06m_get_num_samples_91: %2 = tail call i32 @air.get_num_samples_depth_2d_ms_array(%struct._depth_2d_ms_array_t addrspace(1)* nocapture readonly %0) #14,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_num_samples_depth_2d_ms_array_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:27Z,promote_map.py@1.0.0
__metal_get_num_samples_depth_2d_ms_t,method,6,air.get_num_samples_depth_2d_ms,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),__bits/metal_depth2d_ms:270: return __metal_get_num_samples_depth_2d_ms_t(derived.t);,xcode_probe_golden,golden/P06M/metal40_macosx26/probe.ll @probe_p06m_get_num_samples_17: %2 = tail call i32 @air.get_num_samples_depth_2d_ms(%struct._depth_2d_ms_t addrspace(1)* nocapture readonly %0) #5,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_num_samples_depth_2d_ms_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T04:14Z,promote_map.py@1.0.0
__metal_get_num_samples_texture_2d_ms_array_t,method,6,air.get_num_samples_texture_2d_ms_array,observed_ir,✅AIR実シグネチャをIR解析で確認,__bits/metal_texture2d_ms_array:283: return __metal_get_num_samples_texture_2d_ms_array_t(derived.t);,apple_rtlib_ir,data/ir_air_signatures.csv (C-4: rtlib bitcode 全文 parse),P-IR1+P-MN1,confirmed,yes,,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_get_num_samples_texture_2d_ms_t,method,6,air.get_num_samples_texture_2d_ms,observed_ir,✅AIR実シグネチャをIR解析で確認,__bits/metal_texture2d_ms:277: return __metal_get_num_samples_texture_2d_ms_t(derived.t);,apple_rtlib_ir,data/ir_air_signatures.csv (C-4: rtlib bitcode 全文 parse),P-IR1+P-MN1,confirmed,yes,,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_get_object_to_world_transform_intersection_result,method,1,air.get_object_to_world_transform_intersection_result.instancing.triangle_data.world_space_data,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),metal_raytracing:2362: __metal_get_object_to_world_transform_intersection_result(,xcode_probe_golden,golden/P08M/metal40_macosx26/probe.ll @probe_p08m_irr_7: %2 = tail call %struct._intersection_function_table_t addrspace(1)* @air.get_null_intersection_function_table() #10,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_object_to_world_transform_intersection_result,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T04:47Z,promote_map.py@1.0.0
__metal_get_primitive_acceleration_structure_instance_acceleration_structure,method,6,air.get.primitive.acceleration.structure.instance.acceleration.structure,inferred,🧪命名規則からの推測 (probe必須),metal_raytracing:739: return Derived<ResultTags...>(__metal_get_primitive_acceleration_structure_instance_acceleration_s,this_repo_inference,docs/AIR_VOCABULARY.md (AIR 命名文法),P-GR1+P-MN1,medium,yes,__metal_get_primitive_acceleration_structure_instance_acceleration_structure,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_get_primitive_data_intersection_result,method,1,air.get.primitive.data.intersection.result,inferred,🧪命名規則からの推測 (probe必須),metal_raytracing:2409: return __metal_get_primitive_data_intersection_result(,this_repo_inference,docs/AIR_VOCABULARY.md (AIR 命名文法),P-GR1+P-MN1,medium,yes,__metal_get_primitive_data_intersection_result,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_get_primitive_id_intersection_result,method,1,air.get_primitive_id_intersection_result.instancing.triangle_data,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),metal_raytracing:2403: return __metal_get_primitive_id_intersection_result(,xcode_probe_golden,golden/P08M/metal40_macosx26/probe.ll @probe_p08m_irr_8: %2 = tail call %struct._intersection_function_table_t addrspace(1)* @air.get_null_intersection_function_table() #10,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_primitive_id_intersection_result,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T04:47Z,promote_map.py@1.0.0
__metal_get_ray_direction_intersection_result,method,1,air.get_ray_direction_intersection_result.instancing.triangle_data,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),metal_raytracing:2421: return __metal_get_ray_direction_intersection_result(,xcode_probe_golden,golden/P08M/metal40_macosx26/probe.ll @probe_p08m_irr_9: %2 = tail call %struct._intersection_function_table_t addrspace(1)* @air.get_null_intersection_function_table() #10,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_ray_direction_intersection_result,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T04:47Z,promote_map.py@1.0.0
__metal_get_ray_min_distance_intersection_query,method,1,air.get_ray_min_distance_intersection_query.instancing.triangle_data,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),metal_raytracing:4444: return __metal_get_ray_min_distance_intersection_query(,xcode_probe_golden,golden/P08M40/metal40_macosx26/probe.ll @probe_p08m_iq_51: %1 = tail call %struct._intersection_query_t* @air.allocate_intersection_query.instancing.triangle_data() #11,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_ray_min_distance_intersection_query,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:23Z,promote_map.py@1.0.0
__metal_get_ray_min_distance_intersection_result,method,1,air.get_ray_min_distance_intersection_result.instancing.triangle_data,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),metal_raytracing:2427: return __metal_get_ray_min_distance_intersection_result(,xcode_probe_golden,golden/P08M/metal40_macosx26/probe.ll @probe_p08m_irr_10: %2 = tail call %struct._intersection_function_table_t addrspace(1)* @air.get_null_intersection_function_table() #10,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_ray_min_distance_intersection_result,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T04:47Z,promote_map.py@1.0.0
__metal_get_ray_origin_intersection_result,method,1,air.get_ray_origin_intersection_result.instancing.triangle_data,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),metal_raytracing:2415: return __metal_get_ray_origin_intersection_result(,xcode_probe_golden,golden/P08M/metal40_macosx26/probe.ll @probe_p08m_irr_11: %2 = tail call %struct._intersection_function_table_t addrspace(1)* @air.get_null_intersection_function_table() #10,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_ray_origin_intersection_result,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T04:47Z,promote_map.py@1.0.0
__metal_get_read_sampler,method,372,air.get_read_sampler,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"__bits/metal_depth2d:1360: return __metal_read_depth_2d_t(derived.t, __metal_get_read_sampler(), coord, ushort2(0), lod,",xcode_probe_golden,golden/P06M/metal32_macosx26/probe.ll @probe_p06m_read_155: %2 = tail call %struct._sampler_t addrspace(2)* @air.get_read_sampler() #18,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_read_sampler,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:54Z,promote_map.py@1.0.0
__metal_get_resource_id_instance_acceleration_structure,method,1,air.get.resource.id.instance.acceleration.structure,inferred,🧪命名規則からの推測 (probe必須),metal_raytracing:693: return {__metal_get_resource_id_instance_acceleration_structure(as)};,this_repo_inference,docs/AIR_VOCABULARY.md (AIR 命名文法),P-GR1+P-MN1,medium,yes,__metal_get_resource_id_instance_acceleration_structure,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_get_resource_id_primitive_acceleration_structure,method,1,air.get.resource.id.primitive.acceleration.structure,inferred,🧪命名規則からの推測 (probe必須),metal_raytracing:672: return {__metal_get_resource_id_primitive_acceleration_structure(as)};,this_repo_inference,docs/AIR_VOCABULARY.md (AIR 命名文法),P-GR1+P-MN1,medium,yes,__metal_get_resource_id_primitive_acceleration_structure,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_get_sample_position,method,1,air.get_sample_position.v2f32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"metal_graphics:177: return __metal_get_sample_position(indx, 0);",xcode_probe_golden,"golden/P07F40/metal40_macosx26/probe.ll @probe_p07f_get_sample_position_2: %1 = tail call fast <2 x float> @air.get_sample_position.v2f32(i32 0, i32 0) #9",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_sample_position,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:27Z,promote_map.py@1.0.0
__metal_get_sampler,method,1,air.get.sampler,inferred,🧪命名規則からの推測 (probe必須),"__bits/metal_texture_common:846: return __metal_get_sampler(s.s_address_v, s.t_address_v, s.r_address_v,",this_repo_inference,docs/AIR_VOCABULARY.md (AIR 命名文法),P-GR1+P-MN1,medium,yes,__metal_get_sampler,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_get_simdgroup_size,method,4,air.get_simdgroup_size.i16,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"metal_simdgroup:222: return __metal_simd_shuffle_and_fill_down(data, filling_data, delta, __metal_get_simdgroup_size(ush",xcode_probe_golden,golden/P07F40/metal40_macosx26/probe.ll @probe_p07f_simd_shuffle_and_fill_up_3: %1 = tail call i16 @air.get_simdgroup_size.i16() #9,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_simdgroup_size,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:27Z,promote_map.py@1.0.0
__metal_get_size_command_buffer,method,6,air.get.size.command.buffer,inferred,🧪命名規則からの推測 (probe必須),metal_command_buffer:173: return __metal_get_size_command_buffer(t);,this_repo_inference,docs/AIR_VOCABULARY.md (AIR 命名文法),P-GR1+P-MN1,medium,yes,__metal_get_size_command_buffer,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
