feature_id,layer,feature,syntax_example,clang_impl_point,upstream_analog,evidence,source_ref,msl_since,implement_status,notes
FE-0715,langopt,flag `-fno-stack-protector`,-fno-stack-protector    Disable the use of stack protectors,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0716,langopt,flag `-fno-standalone-debug`,-fno-standalone-debug   Limit debug information produced to reduce size of debug binary,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0717,langopt,flag `-fno-strict-float-cast-overflow`,-fno-strict-float-cast-overflow,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0718,langopt,flag `-fno-strict-return`,-fno-strict-return      Don't treat control flow paths that fall off the end of a non-void function ,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0719,langopt,flag `-fno-sycl`,-fno-sycl               Disables SYCL kernels compilation for device,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0720,langopt,flag `-fno-temp-file`,-fno-temp-file          Directly create compilation output files. This may lead to incorrect increme,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0721,langopt,flag `-fno-threadsafe-statics`,-fno-threadsafe-statics Do not emit code to make initialization of local statics thread safe,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0722,langopt,flag `-fno-tracepoint-default-instrument`,-fno-tracepoint-default-instrument,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0723,langopt,flag `-fno-tracepoint-instrument-argument-buffers`,-fno-tracepoint-instrument-argument-buffers,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0724,langopt,flag `-fno-tracepoint-instrument-functions`,-fno-tracepoint-instrument-functions=<functions>,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0725,langopt,flag `-fno-tracepoint-instrument-global-memory`,-fno-tracepoint-instrument-global-memory,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0726,langopt,flag `-fno-tracepoint-instrument-line-markers`,-fno-tracepoint-instrument-line-markers,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0727,langopt,flag `-fno-tracepoint-instrument-local-memory`,-fno-tracepoint-instrument-local-memory,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0728,langopt,flag `-fno-tracepoint-instrument-loops`,-fno-tracepoint-instrument-loops,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0729,langopt,flag `-fno-tracepoint-instrument-resources`,-fno-tracepoint-instrument-resources,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0730,langopt,flag `-fno-trap-function-returns`,-fno-trap-function-returns,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0731,langopt,flag `-fno-trigraphs`,-fno-trigraphs          Do not process trigraph sequences,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0732,langopt,flag `-fno-typed-cxx-new-delete`,-fno-typed-cxx-new-delete,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0733,langopt,flag `-fno-typed-memory-operations-experimental`,-fno-typed-memory-operations-experimental,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0734,langopt,flag `-fno-unique-section-names`,-fno-unique-section-names,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0735,langopt,flag `-fno-unroll-loops`,-fno-unroll-loops       Turn off loop unroller,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0736,langopt,flag `-fno-use-cxa-atexit`,-fno-use-cxa-atexit     Don't use __cxa_atexit for calling destructors,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0737,langopt,flag `-fno-use-init-array`,-fno-use-init-array     Use .ctors/.dtors instead of .init_array/.fini_array,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0738,langopt,flag `-fno-visibility-inlines-hidden-static-local-var`,-fno-visibility-inlines-hidden-static-local-var,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0739,langopt,flag `-fno-xray-function-index`,-fno-xray-function-index,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0740,langopt,flag `-fno-zero-initialized-in-bss`,-fno-zero-initialized-in-bss,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0741,langopt,flag `-fobjc-arc`,-fobjc-arc              Synthesize retain and release calls for Objective-C pointers,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0742,langopt,flag `-fobjc-arc-exceptions`,-fobjc-arc-exceptions   Use EH-safe code when synthesizing retains and releases in -fobjc-arc,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0743,langopt,flag `-fobjc-disable-direct-methods-for-testing`,-fobjc-disable-direct-methods-for-testing,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0744,langopt,flag `-fobjc-encode-cxx-class-template-spec`,-fobjc-encode-cxx-class-template-spec,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0745,langopt,flag `-fobjc-exceptions`,-fobjc-exceptions       Enable Objective-C exceptions,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0746,langopt,flag `-fobjc-relative-method-lists`,-fobjc-relative-method-lists,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0747,langopt,flag `-fobjc-runtime`,-fobjc-runtime=<value>  Specify the target Objective-C runtime kind and version,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0748,langopt,flag `-fobjc-weak`,-fobjc-weak             Enable ARC-style weak references in Objective-C,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0749,langopt,flag `-foffload-lto`,-foffload-lto=<value>   Set LTO mode for offload compilation,Driver/Frontend: 非 Metal ターゲット・異機種アクセラレータ用ドライバフラグ (Metal ツールチェーンでは無視/棄却),,observed_help,golden/env.txt,,ignored_non_metal,Clang 共通ドライバにより自動継承された非 MSL オプション (metal コンパイル時効果なし / 無視)
FE-0750,langopt,flag `-fopenmp`,-fopenmp                Parse OpenMP pragmas and generate parallel code.,Driver/Frontend: 非 Metal ターゲット・異機種アクセラレータ用ドライバフラグ (Metal ツールチェーンでは無視/棄却),,observed_help,golden/env.txt,,ignored_non_metal,Clang 共通ドライバにより自動継承された非 MSL オプション (metal コンパイル時効果なし / 無視)
FE-0751,langopt,flag `-fopenmp-extensions`,-fopenmp-extensions     Enable all Clang extensions for OpenMP directives and clauses,Driver/Frontend: 非 Metal ターゲット・異機種アクセラレータ用ドライバフラグ (Metal ツールチェーンでは無視/棄却),,observed_help,golden/env.txt,,ignored_non_metal,Clang 共通ドライバにより自動継承された非 MSL オプション (metal コンパイル時効果なし / 無視)
FE-0752,langopt,flag `-fopenmp-implicit-rpath`,-fopenmp-implicit-rpath Set rpath on OpenMP executables,Driver/Frontend: 非 Metal ターゲット・異機種アクセラレータ用ドライバフラグ (Metal ツールチェーンでは無視/棄却),,observed_help,golden/env.txt,,ignored_non_metal,Clang 共通ドライバにより自動継承された非 MSL オプション (metal コンパイル時効果なし / 無視)
FE-0753,langopt,flag `-fopenmp-new-driver`,-fopenmp-new-driver     Use the new driver for OpenMP offloading.,Driver/Frontend: 非 Metal ターゲット・異機種アクセラレータ用ドライバフラグ (Metal ツールチェーンでは無視/棄却),,observed_help,golden/env.txt,,ignored_non_metal,Clang 共通ドライバにより自動継承された非 MSL オプション (metal コンパイル時効果なし / 無視)
FE-0754,langopt,flag `-fopenmp-offload-mandatory`,-fopenmp-offload-mandatory,Driver/Frontend: 非 Metal ターゲット・異機種アクセラレータ用ドライバフラグ (Metal ツールチェーンでは無視/棄却),,observed_help,golden/env.txt,,ignored_non_metal,Clang 共通ドライバにより自動継承された非 MSL オプション (metal コンパイル時効果なし / 無視)
FE-0755,langopt,flag `-fopenmp-simd`,-fopenmp-simd           Emit OpenMP code only for SIMD-based constructs.,Driver/Frontend: 非 Metal ターゲット・異機種アクセラレータ用ドライバフラグ (Metal ツールチェーンでは無視/棄却),,observed_help,golden/env.txt,,ignored_non_metal,Clang 共通ドライバにより自動継承された非 MSL オプション (metal コンパイル時効果なし / 無視)
FE-0756,langopt,flag `-fopenmp-target-debug`,-fopenmp-target-debug   Enable debugging in the OpenMP offloading device RTL,Driver/Frontend: 非 Metal ターゲット・異機種アクセラレータ用ドライバフラグ (Metal ツールチェーンでは無視/棄却),,observed_help,golden/env.txt,,ignored_non_metal,Clang 共通ドライバにより自動継承された非 MSL オプション (metal コンパイル時効果なし / 無視)
FE-0757,langopt,flag `-fopenmp-targets`,-fopenmp-targets=<value>,Driver/Frontend: 非 Metal ターゲット・異機種アクセラレータ用ドライバフラグ (Metal ツールチェーンでは無視/棄却),,observed_help,golden/env.txt,,ignored_non_metal,Clang 共通ドライバにより自動継承された非 MSL オプション (metal コンパイル時効果なし / 無視)
FE-0758,langopt,flag `-fopenmp-version`,-fopenmp-version=<value>,Driver/Frontend: 非 Metal ターゲット・異機種アクセラレータ用ドライバフラグ (Metal ツールチェーンでは無視/棄却),,observed_help,golden/env.txt,,ignored_non_metal,Clang 共通ドライバにより自動継承された非 MSL オプション (metal コンパイル時効果なし / 無視)
FE-0759,langopt,flag `-foptimization-record-file`,-foptimization-record-file=<file>,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0760,langopt,flag `-foptimization-record-passes`,-foptimization-record-passes=<regex>,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0761,langopt,flag `-forder-file-instrumentation`,-forder-file-instrumentation,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0762,langopt,flag `-fpack-struct`,-fpack-struct=<value>   Specify the default maximum struct packing alignment,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0763,langopt,flag `-fpascal-strings`,-fpascal-strings        Recognize and construct Pascal-style string literals,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0764,langopt,flag `-fpass-plugin`,-fpass-plugin=<dsopath> Load pass plugin from a dynamic shared object file (only with new pass manag,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0765,langopt,flag `-fpatchable-function-entry`,"-fpatchable-function-entry=<N,M>",Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0766,langopt,flag `-fpcc-struct-return`,-fpcc-struct-return     Override the default ABI to return all structs on the stack,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0767,langopt,flag `-fpch-codegen`,-fpch-codegen           Generate code for uses of this PCH that assumes an explicit object file will,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0768,langopt,flag `-fpch-debuginfo`,-fpch-debuginfo         Generate debug info for types in an object file built from this PCH and do n,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0769,langopt,flag `-fpch-instantiate-templates`,-fpch-instantiate-templates,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0770,langopt,flag `-fpch-validate-input-files-content`,-fpch-validate-input-files-content,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0771,langopt,flag `-fplugin`,-fplugin=<dsopath>      Load the named plugin (dynamic shared object),Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0772,langopt,flag `-fplugin-arg-`,-fplugin-arg-<name>-<arg>,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0773,langopt,flag `-fprebuilt-implicit-modules`,-fprebuilt-implicit-modules,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0774,langopt,flag `-fprebuilt-module-path`,-fprebuilt-module-path=<directory>,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0775,langopt,flag `-fpreserve-invariance`,-fpreserve-invariance   Preserve invariance of computation,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0776,langopt,flag `-fproc-stat-report`,-fproc-stat-report=<value>,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0777,langopt,flag `-fprofile-exclude-files`,-fprofile-exclude-files=<value>,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0778,langopt,flag `-fprofile-filter-files`,-fprofile-filter-files=<value>,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0779,langopt,flag `-fprofile-generate`,-fprofile-generate=<directory>,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0780,langopt,flag `-fprofile-instr-generate`,-fprofile-instr-generate=<file>,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0781,langopt,flag `-fprofile-instr-use`,-fprofile-instr-use=<value>,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0782,langopt,flag `-fprofile-list`,-fprofile-list=<value>  Filename defining the list of functions/files to instrument,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0783,langopt,flag `-fprofile-remapping-file`,-fprofile-remapping-file=<file>,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0784,langopt,flag `-fprofile-sample-accurate`,-fprofile-sample-accurate,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0785,langopt,flag `-fprofile-sample-use`,-fprofile-sample-use=<value>,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0786,langopt,flag `-fprofile-update`,-fprofile-update=<method>,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0787,langopt,flag `-fprofile-use`,-fprofile-use=<pathname>,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0788,langopt,flag `-fprotect-parens`,-fprotect-parens        Determines whether the optimizer honors parentheses when floating-point expr,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0789,langopt,flag `-fpseudo-probe-for-profiling`,-fpseudo-probe-for-profiling,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0790,langopt,flag `-fptrauth-abi-version`,-fptrauth-abi-version=<value>,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0791,langopt,flag `-fptrauth-auth-traps`,-fptrauth-auth-traps    Enable traps on authentication failures,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0792,langopt,flag `-fptrauth-block-descriptor-pointers`,-fptrauth-block-descriptor-pointers,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0793,langopt,flag `-fptrauth-calls`,-fptrauth-calls         Enable signing and authentication of all indirect calls,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
